SEASON,MONTH,REGION,PROVINCE,MUNICIPALITY,BARANGAY,LATTITUDE,LONGITUDE,"CROP 
AFFECTED","DATE
 PLANTED","TOTAL AREA 
PLANTED",VARIETY,"GROWTH
 STAGE ","PEST 
OBSERVED","Monitored/Validated 
(Has.)","TOTAL AREA 
AFFECTED (ha)","PERCENT
 INFESTATION",Severity,"NO. OF INSECTS
 PER HILL","TOTAL AREA 
TREATED (ha)","TOTAL AREA 
UNTREATED (ha)","ACTION
 TAKEN",REMARKS,"DATE 
REPORTED ","NO. OF AFFECTED 
FARMER",YEAR
DS 2023-2024,February,II,Nueva Vizcaya,Quezon,Caliat,16.49637,121.269112,Rice,1/12/2023,40,NSIC RC 222,Reproductive,Leaffolder,,5,11.3,3,,,5,MAgrO distributed insecticides and fungicides for the management of the infestation.,,"February 23, 2024",3,2023-2024
DS 2023-2024,February,II,Nueva Vizcaya,Quezon,Caliat,16.49637,121.269112,Rice,1/12/2023,57,PHB 79,Reproductive,Leaffolder,,3,10,3,,,3,MAgrO distributed insecticides and fungicides for the management of the infestation.,,"February 23, 2024",3,2023-2024
DS 2023-2024,February,II,Nueva Vizcaya,Quezon,Caliat,16.49637,121.269112,Rice,1/12/2023,30,P77,Reproductive,Leaffolder,,3,10,3,,,3,MAgrO distributed insecticides and fungicides for the management of the infestation.,,"February 23, 2024",2,2023-2024
DS 2023-2024,February,II,Nueva Vizcaya,Quezon,Caliat,16.49637,121.269112,Rice,1/12/2023,57,PHB 79,Reproductive,BLB,,3,3,3,,,3,MAgrO distributed insecticides and fungicides for the management of the infestation.,,"February 23, 2024",3,2023-2024
DS 2023-2024,February,II,Nueva Vizcaya,Quezon,Caliat,16.49637,121.269112,Rice,1/12/2023,30,P77,Reproductive,BLB,,3,3,3,,,3,MAgrO distributed insecticides and fungicides for the management of the infestation.,,"February 23, 2024",2,2023-2024
DS 2023-2024,February,II,Nueva Vizcaya,Quezon,Nalubbunan,16.512,121.2496,Rice,1/24/2024,40,NSIC RC 222,Tillering,Leaffolder,,5,12,3,,,5,MAgrO distributed insecticides and fungicides for the management of the infestation.,,"February 23, 2024",4,2023-2024
DS 2023-2024,February,II,Nueva Vizcaya,Quezon,Nalubbunan,16.512,121.2496,Rice,1/24/2024,30,PHB 79,Tillering,Leaffolder,,5,12,3,,,5,MAgrO distributed insecticides and fungicides for the management of the infestation.,,"February 23, 2024",5,2023-2024
DS 2023-2024,February,II,Nueva Vizcaya,Quezon,Nalubbunan,16.512,121.2496,Rice,1/24/2024,51,NSIC RC 216,Tillering,Leaffolder,,5,12,3,,,5,MAgrO distributed insecticides and fungicides for the management of the infestation.,,"February 23, 2024",6,2023-2024
DS 2023-2024,February,II,Nueva Vizcaya,Quezon,Darubba,16.489602,121.28999,Rice,1/24/2024,15,NSIC RC 222,Tillering,Leaffolder,,1.5,12,3,,,1.5,MAgrO distributed insecticides and fungicides for the management of the infestation.,,"February 23, 2024",2,2023-2024
DS 2023-2024,February,II,Nueva Vizcaya,Quezon,Darubba,16.489602,121.28999,Rice,1/24/2024,15,NSIC RC 216,Tillering,BLB,,1.5,5,3,,,1.5,MAgrO distributed insecticides and fungicides for the management of the infestation.,,"February 23, 2024",1,2023-2024
DS 2023-2024,February,II,Nueva Vizcaya,Quezon,Darubba,16.489602,121.28999,Rice,1/24/2024,10,NSIC RC 480,Tillering,Leaffolder,,2,12,3,,,2,MAgrO distributed insecticides and fungicides for the management of the infestation.,,"February 23, 2024",2,2023-2024
DS 2023-2024,February,II,Nueva Vizcaya,Kasibu,Poblacion,16.311663,121.298967,Rice,12/15/2023,2.5,NSIC RC 222,Seedling stage,BLS,,2.5,20,3,,2.5,,Advised the farmers to spray fungicide to manage the incidence of bacterial leaf streak.,,"February 28,2024",3,2023-2024
DS 2023-2024,February,II,Nueva Vizcaya,Kasibu,Dine,16.277042,121.371512,Rice,12/18/2023,1,PHB 79,Tillering,BPH,,0.5,15,3,,0.5,,Advised the farmers to spray insecticide to manage brown planthopper.,,"February 28,2024",2,2023-2024
DS 2023-2024,February,II,Nueva Vizcaya,Kasibu,Dine,16.277042,121.371512,Rice,12/18/2023,1,PHB 79,Tillering,BLS,,0.5,3,3,,0.5,,Advised the farmers to spray fungicide to manage the incidence of bacterial leaf streak.,,"February 28,2024",2,2023-2024
DS 2023-2024,February,II,Nueva Vizcaya,Kasibu,Pacquet,16.272972,121.343843,Rice,12/22/2023,1.5,NK 5017,Tillering,BLS,,1.5,10,3,,1.5,,Advised the farmers to spray fungicide to manage the incidence of bacterial leaf streak.,,"February 28,2024",1,2023-2024
DS 2023-2024,February,II,Nueva Vizcaya,Kasibu,Watwat,16.328842,121.2772,Rice,12/29/2023,10,PHB 79,Tillering,BPH,,3,15,3,,1,2,Advised the farmers to spray insecticide to manage brown planthopper.,,"February 28,2024",5,2023-2024
DS 2023-2024,February,II,Nueva Vizcaya,Kasibu,Muta,16.27392,121.261148,Rice,12/29/2023,20,Thunder,Tillering,BPH,,3,5,3,,,3,Advised the farmers to spray insecticide to manage brown planthopper.,,"February 28,2024",5,2023-2024
DS 2023-2024,February,II,Nueva Vizcaya,Kasibu,k\Kongkong,16.333375,121.253757,Rice,12/30/2023,15,PHB 79,Tillering,BPH,,5,5,3,,,3,Advised the farmers to spray insecticide to manage brown planthopper.,,"February 28,2024",7,2023-2024
DS 2023-2024,February,II,Nueva Vizcaya,Kasibu,Watwat,16.328842,121.2772,Rice,12/29/2023,10,PHB 79,Tillering,BLS,,3,15,3,,1,2,Advised the farmers to spray fungicide to manage the incidence of bacterial leaf streak.,,"February 28,2024",5,2023-2024
DS 2023-2024,February,II,Nueva Vizcaya,Kasibu,Muta,16.27392,121.261148,Rice,1/29/2023,20,Thunder,Tillering,BLS,,3,5,3,,,3,Advised the farmers to spray fungicide to manage the incidence of bacterial leaf streak.,,"February 28,2024",5,2023-2024
DS 2023-2024,February,II,Nueva Vizcaya,Kasibu,k\Kongkong,16.333375,121.253757,Rice,12/30/2023,15,PHB 79,Tillering,BLS,,5,5,3,,,3,Advised the farmers to spray fungicide to manage the incidence of bacterial leaf streak.,,"February 28,2024",7,2023-2024
DS 2023-2024,February,II,Nueva Vizcaya,Kasibu,Macalong,16.348812,121.235677,Rice,1/17/2024,10,PHB 79,Tillering,BPH,,3,5,3,,,5,Advised the farmers to spray insecticide to manage brown planthopper.,,"February 28,2024",4,2023-2024
DS 2023-2024,February,II,Nueva Vizcaya,Kasibu,Alimit,16.307274,121.465553,Rice,1/27/2024,10,PHB 79,Tillering,BPH,,2,5,3,,,3,Advised the farmers to spray insecticide to manage brown planthopper.,,"February 28,2024",2,2023-2024
DS 2023-2024,February,II,Nueva Vizcaya,Kasibu,Lupa,16.298788,121.28768,Rice,4/1/2024,15,PHB 79,Tillering,BLS,,3,3,3,,,2,Advised the farmers to spray fungicide to manage the incidence of bacterial leaf streak.,,"February 28,2024",5,2023-2024
DS 2023-2024,February,II,Quirino,Aglipay,Dumabel,16.492873,121.560715,Rice,1/24/2024,11,NSIC RC 402,Tillering,Rice Blast,,3,5,3,3,0,3,Advised farmers to apply fungicide/bactericide to manage the incidence of rice blast.,,"February 28,2024",2,2023-2024
DS 2023-2024,February,II,Quirino,Aglipay,Dumabel,16.492873,121.560715,Rice,1/24/2024,18,PHB 79,Tillering,Rice Blast,,5,5,3,3,5,0,Advised farmers to apply fungicide/bactericide to manage the incidence of rice blast.,,"February 28,2024",4,2023-2024
DS 2023-2024,February,II,Quirino,Aglipay,San manuel,16.387058,121.617488,Rice,1/26/2024,65,NSIC RC 402,Tillering,Rice Blast,,2,5,3,3,2,0,Advised farmers to apply fungicide/bactericide to manage the incidence of rice blast.,,"February 28,2024",2,2023-2024
DS 2023-2024,February,II,Quirino,Aglipay,San manuel,16.387058,121.617488,Rice,1/26/2024,23,NSIC RC 401,Tillering,Rice Blast,,1,5,3,3,1,0,Advised farmers to apply fungicide/bactericide to manage the incidence of rice blast.,,"February 28,2024",1,2023-2024
DS 2023-2024,February,II,Quirino,Aglipay,San manuel,16.387058,121.617488,Rice,1/26/2024,25,PHB 79,Tillering,Rice Blast,,5,5,3,3,5,0,Advised farmers to apply fungicide/bactericide to manage the incidence of rice blast.,,"February 28,2024",3,2023-2024
DS 2023-2024,February,II,Cagayan,Sta. Ana,Casambalanagan San Juan,18.366064,122.136015,Rice,12/27/2023,261.484,habilis,Reproductive,Stem borer,,34.19,5,3,3,34.19,,Farmers are advised to spray or place a pheromone trap during the crop's early stages. Especially when the presence of stem borer adult is monitored.,,"February 27, 2024",21,2023-2024
DS 2023-2024,February,II,Cagayan,Sta. Ana,Casambalanagan San Juan,18.366064,122.136015,Rice,12/27/2023,261.484,habilis,Reproductive,BLB,,24,5,3,3,24,,Farmers were advised to spray bactericides during the reproductuve paste of the crop to control the infestation of BLB. We further advised them not to apply insecticide when the crop is already at ripening stage.,,"February 28,2024",14,2023-2024
DS 2023-2024,February,II,Cagayan,Sta. Ana,Casambalanagan San Juan,18.366064,122.136015,Rice,12/27/2023,261.484,Jackpot 102,Dough,BLB,,1,10,3,9,0,1,We advised the farmer not to spray insecticide because the crop is already matured.,,"February 28,2024",1,2023-2024
DS 2023-2024,February,II,Isabela,Mallig,San Jose Sur,17.19537,121.596308,Rice,12/24/2023,135,NSIC RC 222,Milking,Leaffolder,,20,5,3,3,20,0,Advised farmers to spray insecticide and conduct a continuous monitoring.,,February 29. 2024,8,2023-2024
DS 2023-2024,February,II,Isabela,Mallig,San Jose Sur,17.19537,121.596308,Rice,12/24/2023,,SL8H,Milking,BLB,,15,15,3,1,15,0,Advised farmers to spray insecticide and conduct a continuous monitoring.,,February 29. 2024,6,2023-2024
DS 2023-2024,February,II,Isabela,Cabatuan,Nueva era,16.92953,121.644943,Rice,12/24/2023,224,Hybrid Seeds,Milking,Stem borer,,5,8,3,,3,2,Advised farmers that it is no longer applicable to spray insecticide on the area because the crop is already damaged.,,"February 27, 2024",20,2023-2024
DS 2023-2024,February,II,Isabela,Cabatuan,Lapaz,16.924893,121.668565,Rice,12/1/2024,1010,Hybrid Seeds,Milking,BPH,,50,5,3,0,30,70,Advised farmers to continuously monitor the area and practice AWD irrigation for the management of brown planthopper.,,"February 27, 2024",100,2023-2024
DS 2023-2024,February,II,Isabela,City of Ilagan ,Sitio Caniogan,17.164083,121.837582,Rice,1/1/2024,130,Inbred,Tillering,Zinc defficient,,5,10,3,,1,4,Advised farmers to practice AWD Irrigation and apply zinc metalate to manage zinc deficiency.,,"February 26, 2024",10,2023-2024
DS 2023-2024,February,II,Isabela,City of Ilagan ,Sitio Caniogan,17.164083,121.837582,Rice,1/1/2024,130,Inbred,Tillering,BPH,,5,2,3,0,0,5,Advice farmers practice AWD Irrigation to manage/control BPH,,"February 26, 2024",10,2023-2024
DS 2023-2024,February,II,Isabela,City of Ilagan ,Sitio Caniogan,17.164083,121.837582,Rice,1/24/2024,130,NSIC Rc 640,Tillering,Rice Blast,,1,8,3,,0,1,Advised farmers to spray fungicide to manage the incidence of leaf blast and conduct a continuous monitoring.,,"February 26, 2024",5,2023-2024
DS 2023-2024,March,II,Isabela,Luna,Dadap,16.985167,121.759602,Rice,12/20/2023,98,Hybrid Seeds,Dough,BPH,,50,15,3,,50,0,"(Revalidated) Distributed Metharizium 1500 packs, Isaria 1000 packs, and Beuvaria 1000 pack for the management of brown planthopper.",,"March 07, 2024",50,2023-2024
DS 2023-2024,March,II,Isabela,Luna,Harana,16.990793,121.745422,Rice,12/21/2023,118,Hybrid Seeds,Dough,BPH,,42,15,3,,42,0,"(Revalidated) Distributed Metharizium 1500 packs, Isaria 1000 packs, and Beuvaria 1000 pack for the management of brown planthopper.",,"March 07, 2024",38,2023-2024
DS 2023-2024,March,II,Isabela,Luna,Villa Concepcion,16.985528,121.72433,Rice,12/24/2023,75,Hybrid Seeds,Dough,BPH,,30,15,3,,30,0,"(Revalidated) Distributed Metharizium 1500 packs, Isaria 1000 packs, and Beuvaria 1000 pack for the management of brown planthopper.",,"March 07, 2024",35,2023-2024
DS 2023-2024,March,II,Isabela,Luna,Puroc,16.954815,121.722775,Rice,12/23/2023,85,Hybrid Seeds,Dough,BPH,,35,15,3,,35,0,"(Revalidated) Distributed Metharizium 1500 packs, Isaria 1000 packs, and Beuvaria 1000 pack for the management of brown planthopper.",,"March 07, 2024",28,2023-2024
DS 2023-2024,March,II,Isabela,Aurora,Esperanza East,17.020674,121.683005,Rice,12/22/2023,97,Hybrid Seeds,Dough,BPH,,35,15,3,,35,0,Advised farmers to Harvest early.,,"March 07, 2024",48,2023-2024
DS 2023-2024,March,II,Isabela,Aurora,Sto. Niño,16.964167,121.584205,Rice,12/22/2023,75,Hybrid Seeds,Dough,BPH,,32,10,3,,32,0,Advised farmers to Harvest early.,,"March 07, 2024",35,2023-2024
DS 2023-2024,March,II,Isabela,Aurora,San Rafael,16.962604,121.574726,Rice,12/22/2023,89,Hybrid Seeds,Dough,BPH,,30,15,3,,30,0,Advised farmers to Harvest early.,,"March 07, 2024",32,2023-2024
DS 2023-2024,March,II,Isabela,Aurora,San Ramon,17.972998,121.595116,Rice,12/20/2023,110,Hybrid Seeds,Dough,BPH,,38,10,3,,38,0,Advised farmers to Harvest early.,,"March 07, 2024",51,2023-2024
DS 2023-2024,March,II,Isabela,Aurora,Bagong Tanza,16.977194,121.60245,Rice,12/19/2023,220,Hybrid Seeds,Dough,BPH,,55,15,3,,55,0,Advised farmers to Harvest early.,,"March 07, 2024",67,2023-2024
DS 2023-2024,March,II,Isabela,Santiago City,Cabulay,16.70467,121.49661,Rice,1/12/2023,160,Hybrid Seeds,Dough,BPH,,10,5,3,5,2,8,Advice farmers practice AWD Irrigation to manage/control brown planthopper.,,"March 06, 2024",20,2023-2024
DS 2023-2024,March,II,Nueva Vizcaya,Solano,Bangar,16.56354709,121.233838,Rice,1/31/2024,70,NSIC RC 512,Tillering,BPH,,25,30,3,5-Oct,25,,Advised the farmers to spray insecticide to manage the infestation of brown planthopper.,,"March 06, 2024",120,2023-2024
DS 2023-2024,March,II,Nueva Vizcaya,Solano,Bangar,16.56354709,121.233838,Rice,1/31/2024,70,NSIC RC 222,Tillering,BPH,,45,30,3,5-Oct,45,,Advised the farmers to spray insecticide to manage the infestation of brown planthopper.,,"March 06, 2024",120,2023-2024
DS 2023-2024,March,II,Quirino,Aglipay,Villa Santiago,16.408953,121.643625,Rice,12/28/2023,23,NK 5017,Milking,BPH,,9,10,3,10,9,0,Advised farmers to conduct a continuous monitoring andapply insecticide if needed.,,"March 05, 2024",7,2023-2024
DS 2023-2024,March,II,Quirino,Aglipay,Villa Santiago,16.408953,121.643625,Rice,12/28/2023,26,NK 5017,Milking,BPH,,10,10,3,7,10,0,Advised farmers to conduct a continuous monitoring andapply insecticide if needed.,,"March 05, 2024",8,2023-2024
DS 2023-2024,March,II,Quirino,Aglipay,Villa Santiago,16.408953,121.643625,Rice,12/28/2023,33,NK 5017,Milking,BPH,,8,10,3,8,0,8,Advised farmers to conduct a continuous monitoring andapply insecticide if needed.,,"March 05, 2024",3,2023-2024
DS 2023-2024,March,II,Quirino,Aglipay,Dungo,16.405107,121.647737,Rice,2/1/2024,15,NSIC RC 512,Flowering,Rice Blast,,3,10,3,,3,0,Advised farmers to spray fungicide/bactericide for management and conduct a continuous monitoring.,,"March 05, 2024",2,2023-2024
DS 2023-2024,March,II,Quirino,Aglipay,Dungo,16.405107,121.647737,Rice,2/1/2024,13,NSIC RC 402,Flowering,Rice Blast,,5,10,3,,5,0,Advised farmers to spray fungicide/bactericide for management and conduct a continuous monitoring.,,"March 05, 2024",3,2023-2024
DS 2023-2024,March,II,Quirino,Aglipay,Dungo,16.405107,121.647737,Rice,2/1/2024,9,NK 5017,Flowering,Rice Blast,,2,10,3,,2,0,Advised farmers to spray fungicide/bactericide for management and conduct a continuous monitoring.,,"March 05, 2024",1,2023-2024
DS 2023-2024,March,II,Quirino,Aglipay,Dungo,16.405147,121.647853,Rice,2/1/2024,15,NSIC RC 512,Flowering,BPH,,10,5,3,5,0,10,Advised farmers to conduct a continuous monitoring andapply insecticide if needed.,,"March 05, 2024",10,2023-2024
DS 2023-2024,March,II,Quirino,Aglipay,Dungo,16.405147,121.647853,Rice,2/1/2024,13,NSIC RC 402,Flowering,BPH,,12,5,3,5,0,12,Advised farmers to conduct a continuous monitoring andapply insecticide if needed.,,"March 05, 2024",12,2023-2024
DS 2023-2024,March,II,Quirino,Aglipay,Dungo,16.405147,121.647853,Rice,2/1/2024,9,NK 5017,Flowering,BPH,,8,5,3,5,8,0,Advised farmers to conduct a continuous monitoring andapply insecticide if needed.,,"March 05, 2024",5,2023-2024
DS 2023-2024,March,II,Quirino,Aglipay,Ramos,16.474248,121.666797,Rice,12/29/2023,13,NSIC RC 512,Milking,Rice Blast,,5,10,3,,0,5,Advised farmers to spray fungicide/bactericide for management and conduct a continuous monitoring.,,"March 05, 2024",3,2023-2024
DS 2023-2024,March,II,Quirino,Aglipay,Ramos,16.474248,121.666797,Rice,12/29/2023,15,NSIC RC 402,Milking,Rice Blast,,8,10,3,,0,8,Advised farmers to spray fungicide/bactericide for management and conduct a continuous monitoring.,,"March 05, 2024",6,2023-2024
DS 2023-2024,March,II,Nueva Vizcaya,Bayombong,Paitan,16.460947,121.137287,Rice,5/2/2024,10,NSIC RC 222,Tillering,BPH,,10,100,3,4,10,,DA RCPC provides 10 bottles of parker neem for the management of brown olanthopper and rice black bug.,,"March 05, 2024",10,2023-2024
DS 2023-2024,March,II,Nueva Vizcaya,Bayombong,Paitan,16.460947,121.137287,Rice,5/2/2024,10,NSIC RC 480,Tillering,BPH,,10,100,3,4,10,,DA RCPC provides 10 bottles of parker neem for the management of brown olanthopper and rice black bug.,,"March 05, 2024",7,2023-2024
DS 2023-2024,March,II,Nueva Vizcaya,Bayombong,Paitan,16.460947,121.137287,Rice,5/2/2024,10,NSIC RC 222,Tillering,RBB,,10,3,3,4,10,,,,"March 05, 2024",10,2023-2024
DS 2023-2024,March,II,Nueva Vizcaya,Bayombong,Paitan,16.460947,121.137287,Rice,5/2/2024,10,NSIC RC 480,Tillering,RBB,,10,3,3,4,10,,,,"March 05, 2024",7,2023-2024
DS 2023-2024,March,II,Nueva Vizcaya,Bagabag,Pogonsino,16.551805,121.245782,Rice,7/2/2024,15,NSIC RC 222,Tillering,BPH,,10,20,3,5,1,,DA-RCPC provides 1 bottle of parker neem and 1 bottle of king methrin to manage the incidence of brown planthopper.,,"March 05, 2024",8,2023-2024
DS 2023-2024,March,II,Nueva Vizcaya,Bagabag,Pogonsino,16.551805,121.245782,Rice,7/2/2024,12,NSIC RC 216,Tillering,BPH,,8,20,3,5,0,,DA-RCPC provides 1 bottle of parker neem and 1 bottle of king methrin to manage the incidence of brown planthopper.,,"March 05, 2024",5,2023-2024
DS 2023-2024,March,II,Nueva Vizcaya,Bagabag,Sta. Cruz,16.6304,121.2509,Rice,,202.8,Hybrid Seeds,Tillering,BPH,,22,10,3,,,,"Recommended AWD and provision of pesticides. Massive spraying was done last March 1, 2024. Advised farmers for a continuous monitoring and conduct a follow-up spraying if there is a re-occurrence of pest.",Reported to NVES and RCPC.,"March 01, 2024",15,2023-2024
DS 2023-2024,March,II,Nueva Vizcaya,Bagabag,Villa Colloma,16.6171,121.24404,Rice,,135,Hybrid Seeds,Tillering,BPH,,5,3,3,,,,Recommended AWD and provision of pesticides. Advised farmers for a continuous monitoring and conduct a follow-up spraying if there is a re-occurrence of pest.,,"March 01, 2024",3,2023-2024
DS 2023-2024,March,II,Nueva Vizcaya,Bagabag,Villa Colloma,16.6171,121.24404,Rice,,135,Hybrid Seeds,Tillering,Leaffolder,,5,3,3,,,,Recommended AWD and provision of pesticides. Advised farmers for a continuous monitoring and conduct a follow-up spraying if there is a re-occurrence of pest.,,"March 01, 2024",3,2023-2024
DS 2023-2024,March,II,Nueva Vizcaya,Bagabag,Villa Colloma,16.6171,121.24404,Rice,,135,Hybrid Seeds,Tillering,Zinc defficient,,5,3,3,,,,Advised farmers to apply zinc metalatefertilizer and maintain proper water management.,,"March 01, 2024",3,2023-2024
DS 2023-2024,March,II,Nueva Vizcaya,Bagabag,Nangalisan,16.6316,121.1945,Rice,,319,Hybrid Seeds,Tillering,RBB,,82,25,3,,,,Recommended AWD and requested interventions of DA-RCPCon the provision of Metarhizium and insecticides.,,"March 04, 2024",72,2023-2024
DS 2023-2024,March,II,Nueva Vizcaya,Bagabag,Nangalisan,16.6316,121.1945,Rice,,319,Hybrid Seeds,Tillering,BPH,,82,25,3,,,,Recommended AWD and requested interventions of DA-RCPCon the provision of Metarhizium and insecticides.,,"March 04, 2024",72,2023-2024
DS 2023-2024,March,II,Nueva Vizcaya,Bagabag,Nangalisan,16.6316,121.1945,Rice,,319,Hybrid Seeds,Tillering,Leaffolder,,82,25,3,,,,Recommended AWD and requested interventions of DA-RCPCon the provision of Metarhizium and insecticides.,,"March 04, 2024",72,2023-2024
DS 2023-2024,March,II,Nueva Vizcaya,Bagabag,Paniki,16.6205,121.2139,Rice,,25,Hybrid Seeds,Tillering,RBB,,10,40,9,,,,Recommended AWD/proper water management.,,"March 04, 2024",11,2023-2024
DS 2023-2024,March,II,Nueva Vizcaya,Bagabag,Paniki,16.6205,121.2139,Rice,,25,Hybrid Seeds,Tillering,BPH,,10,40,9,,,,Recommended AWD/proper water management.,,"March 04, 2024",11,2023-2024
DS 2023-2024,March,II,Isabela,Burgos,Malasin,17.01667,121.70188,Rice,12/20/2023,111,Hybrid Seeds,Dough,BPH,,31,15,3,,31,0,Advised farmers to spray insecticide for management of brown planthopper.,,"March 14, 2024",40,2023-2024
DS 2023-2024,March,II,Isabela,Burgos,Bacnor East,17.03449,121.758625,Rice,12/21/2023,90,Hybrid Seeds,Dough,BPH,,25,15,3,,25,0,Advised farmers to spray insecticide for management of brown planthopper.,,"March 14, 2024",41,2023-2024
DS 2023-2024,March,II,Isabela,Burgos,Bacnor West,17.15201,121.70375,Rice,12/20/2023,95,Hybrid Seeds,Dough,BPH,,30,15,3,,30,0,Advised farmers to spray insecticide for management of brown planthopper.,,"March 14, 2024",45,2023-2024
DS 2023-2024,March,II,Isabela,Mallig,Victoria,17.193577,121.61675,Rice,12/27/2024,80,Hybrid Seeds,Panicle Initiation,Rice Blast,,12,10,3,,12,0,Farmers sprayed fungicide. We advised them for a regular monitoring in the area.,,"March 14, 2024",8,2023-2024
DS 2023-2024,March,II,Isabela,Roxas,San Placido,17.146403,121.59414,Rice,12/2/2024,15,NSIC RC 402,Tillering,Stem borer,,4,20,3,2,4,0,Advised farmers to spray recommended insecticide to manage the infestation of stem borer.,,"March 14, 2024",2,2023-2024
DS 2023-2024,March,II,Isabela,Roxas,San Placido,17.146403,121.59414,Rice,2/16/2024,15,NSIC RC 222,Tillering,Stem borer,,3,5,3,2,3,0,Advised farmer to spray recommended insecticide to manage the infestation of stem borer.,,"March 14, 2024",1,2023-2024
DS 2023-2024,March,II,Isabela,City of Ilagan ,Sitio Caniogan,17.16408,121.837582,Rice,1/1/2024,130,Inbred,Booting,Zinc defficient,,5,2,3,,5,0,,Re-validated. The area affected has been recovered. Advised farmers for a continuous monitoring and AWD irrigation.,"March 11, 2024",10,2023-2024
DS 2023-2024,March,II,Isabela,City of Ilagan ,Sitio Caniogan,17.16408,121.837582,Rice,1/1/2024,130,Inbred,Booting,Rice Blast,,1,2,3,,1,0,,Re-validated. The area affected has been recovered. Advised farmers for a continuous monitoring and AWD irrigation.,"March 11, 2024",5,2023-2024
DS 2023-2024,March,II,Isabela,City of Ilagan ,Sitio Caniogan,17.16408,121.837582,Rice,1/1/2024,130,Inbred,Booting,BPH,,2,2,3,3,2,0,,Re-validated. The area affected has been recovered. Advised farmers for a continuous monitoring and AWD irrigation.,"March 11, 2024",10,2023-2024
DS 2023-2024,March,II,Isabela,Jones,Sto. Domingo,16.5184,121.9124,Rice,4/1/2024,60.97,Hybrid Seeds,Booting,Rice Blast,,10,10,3,,5,5,Farmers already sprayed pesticide for the management of the diseases. We advised them for a continuous monitoring.,,"March 14, 2024",44,2023-2024
DS 2023-2024,March,II,Isabela,Jones,Linamanan,16.527,121.652,Rice,12/23/2024,100,Inbred,Heading,Rice Blast,,10,15,3,,5,5,Farmers already sprayed pesticide for the management of the diseases. We advised them for a continuous monitoring.,,"March 14, 2024",15,2023-2024
DS 2023-2024,March,II,Quirino,Diffun,Liwayway,16.563025,121.491282,Rice,12/28/2023,95,NK 5017,Dough,BPH,,8,5,3,4,8,0,Advised farmers to harvest early.,,"March 12, 2024",5,2023-2024
DS 2023-2024,March,II,Quirino,Diffun,Liwayway,16.563025,121.491282,Rice,12/28/2023,15,Longpin,Dough,BPH,,3,5,3,5,3,0,Advised farmers to harvest early.,,"March 12, 2024",2,2023-2024
DS 2023-2024,March,II,Quirino,Diffun,Liwayway,16.563025,121.491282,Rice,12/28/2023,128,PHB 79,Dough,BPH,,11,5,3,4,11,0,Advised farmers to harvest early.,,"March 12, 2024",6,2023-2024
DS 2023-2024,March,II,Quirino,Cabarroguis,Sto Domingo,16.498017,121.529858,Rice,5/1/2024,25,NSIC RC 512,Reproductive,Rice Blast,,5,10,3,,5,0,Advised farmers to spray recommended fungicide/bactericide for the management of rice blast.,,"March 13, 2024",3,2023-2024
DS 2023-2024,March,II,Quirino,Cabarroguis,Sto Domingo,16.498017,121.529858,Rice,5/1/2024,16,NSIC RC 402,Reproductive,Rice Blast,,8,10,3,,8,0,Advised farmers to spray recommended fungicide/bactericide for the management of rice blast.,,"March 13, 2024",5,2023-2024
DS 2023-2024,March,II,Quirino,Cabarroguis,Zamora,16.500718,121.523668,Rice,1/28/2024,18,NSIC RC 222,Reproductive,BPH,,3,5,3,4,3,0,Advised farmers to regularly monitoring the area and spray insecticide if needed.,,"March 13, 2024",2,2023-2024
DS 2023-2024,March,II,Quirino,Cabarroguis,Zamora,16.500718,121.523668,Rice,1/28/2024,12,NSIC RC 512,Reproductive,BPH,,5,5,3,4,5,0,Advised farmers to regularly monitoring the area and spray insecticide if needed.,,"March 13, 2024",3,2023-2024
DS 2023-2024,March,II,Quirino,Cabarroguis,Zamora,16.500718,121.523668,Rice,1/28/2024,14,NSIC RC 402,Reproductive,BPH,,8,5,3,5,8,0,Advised farmers to regularly monitoring the area and spray insecticide if needed.,,"March 13, 2024",8,2023-2024
DS 2023-2024,March,II,Quirino,Cabarroguis,Villarose,16.502177,121.489422,Rice,12/16/2023,15,NSIC RC 512,Dough,Neck rot,,4,5,3,,0,4,Advised farmers to harvest early.Late reported.,,"March 14, 2024",4,2023-2024
DS 2023-2024,March,II,Quirino,Cabarroguis,Villarose,16.502177,121.489422,Rice,12/16/2023,11,NSIC RC 402,Dough,Neck rot,,6,5,3,,0,6,Advised farmers to harvest early.Late reported.,,"March 14, 2024",3,2023-2024
DS 2023-2024,March,II,Cagayan,Sta. Teresita,Dungeg,18.23465,121.92104,Rice,1/28/2024,,PHB 79,Reproductive,Rodents,,24.56,4,3,,24.56,0,Farmers already placed bait. We advised them to clean the dikes in the area and conduct a regular monitoring.,,"March 02, 2024",19,2023-2024
DS 2023-2024,March,II,Cagayan,Sta. Ana,Sitio Lubac San Vicente,18.50065,122.226122,Rice,1/22/2024,46.95,NK 5017,Reproductive,FAW,,3,4,3,1,3,0,Farmers sprayed Brundan twice. We advised the farmers to spray recommended insecticide to prevent the pest on becoming immune.,,"March 11, 2024",3,2023-2024
DS 2023-2024,March,II,Cagayan,Sta. Ana,Sitio Lubac San Vicente,18.50065,122.226122,Rice,1/22/2024,46.95,Nk 5018,Reproductive,Cutworm,,1,4,3,"2,3",1,0,The farmer was advised to spray Match insecticide.,,"March 11, 2024",1,2023-2024
